Age Bin,Sensitive,Sex,Study Area,Study Title,Sector,Job Family Hiring,Job Title Hiring,Technical Skills,Comunication,Maturity,Dynamism,Mobility,English,European Residence,Italian Residence,Status
31 - 35 ,Female 31 - 35 Italian,Female,Engineering,Five-year degree,Railway,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Economic,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,3,3,2,3,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Doctorate,Aeronautics,Not Specified,Not Specified,4,4,3,2,1,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,1,3,3,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Other,High school graduation,Oil and Gas,Not Specified,Not Specified,2,3,3,3,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Informatics,High school graduation,Others,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,2,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,master's degree,Automotive,Not Specified,Not Specified,4,2,3,4,4,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Defence,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,3,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Female 36 - 40 Italian,Female,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,3,3,2,1,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,3,3,2,2,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,Three-year degree,Services and Information Systems,Not Specified,Not Specified,3,3,2,2,1,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
< 20 ,Male < 20 Non-Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,No,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Space,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,NO COLLEGE,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,master's degree,Others,Not Specified,Not Specified,1,1,2,2,4,2,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,High school graduation,Services and Information Systems,Not Specified,Not Specified,4,2,3,3,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Economic,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Scientific Field,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,1,2,2,2,1,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Economic,Five-year degree,Oil and Gas,Not Specified,Not Specified,3,2,3,3,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
> 45 ,Female > 45 Italian,Female,Other,Middle school diploma,Others,Enabling Function,Support,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,2,3,3,3,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Three-year degree,Railway,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Three-year degree,Others,Tech Consulting & Solutions,Consultant,2,3,3,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Scientific Field,Three-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,3,3,3,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,2,Yes,Yes,Positive
36 - 40 ,Female 36 - 40 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,1,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,1,2,3,3,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,Five-year degree,Space,Tech Consulting & Solutions,Senior Consultant,2,2,2,2,2,2,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,3,3,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Other Humanities Subjects,master's degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,2,2,3,3,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,3,3,2,3,4,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,3,3,3,3,4,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Informatics,Five-year degree,Others,Not Specified,Not Specified,3,2,2,3,2,2,Yes,Yes,Positive
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,3,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,3,3,3,2,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Informatics,Three-year degree,Others,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Informatics,Five-year degree,Services and Information Systems,Not Specified,Not Specified,3,3,3,3,3,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,2,3,3,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Tech Consulting & Solutions,Consultant,3,3,3,3,4,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,NO COLLEGE,High school graduation,Automotive,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,3,3,2,2,1,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Others,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Other,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,3,4,4,3,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Informatics,High school graduation,Services and Information Systems,Not Specified,Not Specified,3,2,3,2,1,2,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Informatics,High school graduation,Others,Not Specified,Not Specified,3,3,3,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,3,2,3,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Energy,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,3,3,3,4,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Energy,Not Specified,Not Specified,3,3,3,3,3,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,3,2,2,2,3,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Other,High school graduation,Others,Tech Consulting & Solutions,Technician,1,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,3,2,3,3,2,Yes,Yes,Positive
> 45 ,Female > 45 Italian,Female,Engineering,High school graduation,Automotive,Tech Consulting & Solutions,Senior Consultant,4,3,3,2,2,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Others,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Other,High school graduation,Naval,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Other,High school graduation,Others,Not Specified,Not Specified,2,3,3,2,4,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Other Humanities Subjects,Five-year degree,Others,Not Specified,Not Specified,2,3,3,3,4,2,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,1,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,3,2,3,1,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Services and Information Systems,Not Specified,Not Specified,1,2,2,1,1,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Scientific Field,High school graduation,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,1,2,1,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,1,2,2,3,3,2,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Telecom,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Economic,Five-year degree,Telecom,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,NO COLLEGE,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,3,2,4,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Scientific Field,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Consultant,3,3,2,2,3,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Other,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Tech Consulting & Solutions,Consultant,2,2,2,2,1,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,3,3,2,2,1,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,2,3,3,3,Yes,Yes,Positive
< 20 ,Female < 20 Non-Italian,Female,Other Humanities Subjects,Five-year degree,Others,Not Specified,Not Specified,2,3,2,3,4,3,Yes,No,Negative
< 20 ,Male < 20 Non-Italian,Male,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,2,3,3,3,3,3,Yes,No,Negative
< 20 ,Male < 20 Non-Italian,Male,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,2,3,2,2,4,3,Yes,No,Negative
< 20 ,Female < 20 Non-Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,2,3,2,3,3,3,Yes,No,Negative
< 20 ,Male < 20 Non-Italian,Male,Other Humanities Subjects,Five-year degree,Others,Not Specified,Not Specified,2,3,2,2,3,3,Yes,No,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Female 36 - 40 Italian,Female,Law,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Scientific Field,Five-year degree,Services and Information Systems,Not Specified,Not Specified,1,2,2,1,1,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Informatics,High school graduation,Telecom,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,1,2,2,2,3,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Economic,Five-year degree,Others,Not Specified,Not Specified,1,2,2,2,2,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,2,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other,Five-year degree,Services and Information Systems,Talent Acquisition,Talent Acquisition Specialist,2,3,3,2,1,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,1,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Scientific Field,Five-year degree,Oil and Gas,Not Specified,Not Specified,3,3,3,2,2,2,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Economic,Five-year degree,Others,Not Specified,Not Specified,3,4,2,3,3,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Informatics,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Tech Consulting & Solutions,Consultant,2,1,2,2,3,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Scientific Field,Three-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
